Player, Nation, Position, Club, League, Age, YearBorn, 90s, Goals, Shots, SoT, SoT%, Sh/90, SoT/90,G/Sh,G/SoT,DistAvg, FKAtt,PKMade,PKAtt, xG, npxG, npxG/Sh, G-xG, np:G-xG, Matches"
"Paolo Sammarco","itITA","MF","Frosinone","itSerie A","35","1983","6.1","1","6","1","16.7","0.98","0.16","0.17","1.00","23.5","0","0","0","0.2","0.2","0.03","+0.8","+0.8",
"Frédéric Sammaritano","frFRA","FW,MF","Dijon","frLigue 1","32","1986","6.0","0","10","5","50.0","1.67","0.84","0.00","0.00","17.9","0","0","0","0.6","0.6","0.06","-0.6","-0.6",
"Mikel San José","esESP","MF","Athletic Club","esLa Liga","29","1989","19.3","0","12","3","25.0","0.62","0.16","0.00","0.00","18.3","0","0","0","1.0","1.0","0.08","-1.0","-1.0",
"Antonio Sanabria","pyPAR","FW","Genoa","itSerie A","22","1996","8.5","3","31","10","32.3","3.64","1.17","0.10","0.30","14.8","2","0","1","5.1","4.3","0.14","-2.1","-1.3",
"Antonio Sanabria","pyPAR","FW","Betis","esLa Liga","22","1996","9.0","2","16","1","6.3","1.78","0.11","0.06","1.00","12.1","1","1","1","3.3","2.5","0.16","-1.3","-1.5",
"Renato Sanches","ptPOR","MF","Bayern Munich","deBundesliga","20","1997","6.4","1","17","4","23.5","2.65","0.62","0.06","0.25","20.5","0","0","0","0.9","0.9","0.05","+0.1","+0.1",
"Alexis Sánchez","clCHI","FW,MF","Manchester Utd","engPremier League","29","1988","9.8","1","17","9","52.9","1.74","0.92","0.06","0.11","16.9","1","0","0","1.5","1.5","0.09","-0.5","-0.5",
"Carlos Sánchez","coCOL","MF","West Ham","engPremier League","32","1986","2.7","0","3","0","0.0","1.10","0.00","0.00","","27.5","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Davinson Sánchez","coCOL","DF","Tottenham","engPremier League","22","1996","21.6","1","14","3","21.4","0.65","0.14","0.07","0.33","9.7","0","0","0","1.4","1.4","0.10","-0.4","-0.4",
"Javi Sánchez","esESP","DF","Real Madrid","esLa Liga","21","1997","0.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Víctor Sánchez","esESP","MF","Espanyol","esLa Liga","30","1987","14.1","0","12","2","16.7","0.85","0.14","0.00","0.00","22.1","0","0","0","0.5","0.5","0.04","-0.5","-0.5",
"Jadon Sancho","engENG","FW,MF","Dortmund","deBundesliga","18","2000","27.3","12","40","21","52.5","1.46","0.77","0.30","0.57","14.6","0","0","0","7.0","7.0","0.18","+5.0","+5.0",
"Sandro","brBRA","MF","Udinese","itSerie A","29","1989","6.6","0","8","1","12.5","1.21","0.15","0.00","0.00","25.3","0","0","0","0.3","0.3","0.03","-0.3","-0.3",
"Sandro","brBRA","MF","Genoa","itSerie A","29","1989","7.9","0","5","1","20.0","0.63","0.13","0.00","0.00","24.3","0","0","0","0.2","0.2","0.04","-0.2","-0.2",
"Alex Sandro","brBRA","DF","Juventus","itSerie A","27","1991","26.5","1","22","8","36.4","0.83","0.30","0.05","0.13","15.0","0","0","0","1.5","1.5","0.07","-0.5","-0.5",
"Leroy Sané","deGER","FW","Manchester City","engPremier League","22","1996","20.7","10","56","24","42.9","2.70","1.16","0.18","0.42","16.9","5","0","0","6.7","6.7","0.12","+3.3","+3.3",
"Salif Sané","snSEN","DF","Schalke 04","deBundesliga","27","1990","29.0","2","19","3","15.8","0.65","0.10","0.11","0.67","15.5","0","0","0","1.6","1.6","0.09","+0.4","+0.4",
"Luca Sangalli","esESP","MF,FW","Real Sociedad","esLa Liga","23","1995","11.1","1","11","5","45.5","0.99","0.45","0.09","0.20","19.0","0","0","0","1.5","1.5","0.14","-0.5","-0.5",
"Ibrahim Sangaré","ciCIV","MF","Toulouse","frLigue 1","20","1997","27.4","1","37","6","16.2","1.35","0.22","0.03","0.17","23.7","1","0","0","2.3","2.3","0.06","-1.3","-1.3",
"Younousse Sankharé","snSEN","MF","Bordeaux","frLigue 1","28","1989","16.4","1","17","3","17.6","1.04","0.18","0.06","0.33","17.3","0","0","0","2.0","2.0","0.12","-1.0","-1.0",
"Baissama Sankoh","gnGUI","MF,FW","Caen","frLigue 1","26","1992","7.2","0","4","0","0.0","0.55","0.00","0.00","","16.8","0","0","0","0.3","0.3","0.06","-0.3","-0.3",
"Yaya Sanogo","frFRA","FW","Toulouse","frLigue 1","25","1993","13.8","3","45","17","37.8","3.26","1.23","0.04","0.12","11.6","0","1","1","7.9","7.1","0.16","-4.9","-5.1",
"Morgan Sanson","frFRA","MF","Marseille","frLigue 1","23","1994","26.7","5","36","11","30.6","1.35","0.41","0.14","0.45","22.9","0","0","0","2.3","2.3","0.06","+2.7","+2.7",
"Nicola Sansone","itITA","FW","Bologna","itSerie A","26","1991","12.7","2","30","12","40.0","2.37","0.95","0.07","0.17","19.3","1","0","0","1.7","1.7","0.06","+0.3","+0.3",
"Nicola Sansone","itITA","FW,MF","Villarreal","esLa Liga","26","1991","0.4","1","1","1","100.0","2.43","2.43","1.00","1.00","25.3","0","0","0","0.0","0.0","0.03","+1.0","+1.0",
"Baptiste Santamaria","frFRA","MF","Angers","frLigue 1","23","1995","36.1","1","24","5","20.8","0.67","0.14","0.04","0.20","24.5","1","0","0","1.4","1.4","0.06","-0.4","-0.4",
"Roberto Santamaría","esESP","GK","Huesca","esLa Liga","33","1985","20.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Federico Santander","pyPAR","FW","Bologna","itSerie A","27","1991","22.9","8","76","27","35.5","3.31","1.18","0.11","0.30","14.8","4","0","0","8.6","8.6","0.11","-0.6","-0.6",
"Davide Santon","itITA","DF","Roma","itSerie A","27","1991","11.2","0","3","1","33.3","0.27","0.09","0.00","0.00","20.0","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Michael Santos","uyURU","FW,MF","Leganés","esLa Liga","25","1993","6.2","1","18","5","27.8","2.91","0.81","0.06","0.20","12.6","0","0","0","2.1","2.1","0.12","-1.1","-1.1",
"Samir Santos","brBRA","DF","Udinese","itSerie A","23","1994","20.0","2","9","3","33.3","0.45","0.15","0.22","0.67","13.1","0","0","0","0.9","0.9","0.10","+1.1","+1.1",
"Riccardo Saponara","itITA","MF","Sampdoria","itSerie A","26","1991","10.1","2","24","6","25.0","2.39","0.60","0.08","0.33","19.9","0","0","0","1.5","1.5","0.06","+0.5","+0.5",
"Pablo Sarabia","esESP","MF,FW","Sevilla","esLa Liga","26","1992","30.3","12","74","30","40.5","2.44","0.99","0.15","0.37","17.1","2","1","1","12.0","11.3","0.15","0.0","-0.3",
"Marcelo Saracchi","uyURU","DF","RB Leipzig","deBundesliga","20","1998","7.3","0","1","0","0.0","0.14","0.00","0.00","","19.2","0","0","0","0.0","0.0","0.03","0.0","0.0",
"Josh Sargent","usUSA","FW","Werder Bremen","deBundesliga","18","2000","2.4","2","4","2","50.0","1.70","0.85","0.50","1.00","6.5","0","0","0","1.5","1.5","0.37","+0.5","+0.5",
"Bouna Sarr","snSEN","DF,MF","Marseille","frLigue 1","26","1992","24.9","1","19","2","10.5","0.76","0.08","0.05","0.50","20.8","0","0","0","1.4","1.4","0.07","-0.4","-0.4",
"Ismaila Sarr","snSEN","FW,MF","Rennes","frLigue 1","20","1998","31.0","8","53","19","35.8","1.71","0.61","0.13","0.37","17.1","0","1","1","6.0","5.2","0.10","+2.0","+1.8",
"Malang Sarr","frFRA","DF","Nice","frLigue 1","19","1999","33.3","1","9","1","11.1","0.27","0.03","0.11","1.00","21.1","3","0","0","1.0","1.0","0.11","0.0","0.0",
"Lluís Sastre","esESP","MF","Huesca","esLa Liga","32","1986","1.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Marco Sau","itITA","MF,FW","Sampdoria","itSerie A","30","1987","0.6","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Marco Sau","itITA","FW,MF","Cagliari","itSerie A","30","1987","6.2","1","9","2","22.2","1.45","0.32","0.11","0.50","13.1","0","0","0","1.1","1.1","0.13","-0.1","-0.1",
"Téji Savanier","frFRA","MF","Nîmes","frLigue 1","26","1991","31.8","6","63","17","27.0","1.98","0.53","0.03","0.12","29.4","17","4","4","5.6","2.4","0.04","+0.4","-0.4",
"Stefan Savić","meMNE","DF","Atlético Madrid","esLa Liga","27","1991","15.5","0","7","0","0.0","0.45","0.00","0.00","","9.0","0","0","0","0.7","0.7","0.10","-0.7","-0.7",
"Fabian Schär","chSUI","DF","Newcastle Utd","engPremier League","26","1991","22.2","4","25","7","28.0","1.13","0.32","0.16","0.57","18.7","1","0","0","1.9","1.9","0.07","+2.1","+2.1",
"Ezequiel Schelotto","itITA","DF","Chievo","itSerie A","29","1989","1.6","0","2","1","50.0","1.26","0.63","0.00","0.00","24.8","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Nicolás Schiappacasse","uyURU","FW,MF","Parma","itSerie A","19","1999","0.9","0","1","0","0.0","1.11","0.00","0.00","","25.0","0","0","0","0.0","0.0","0.05","0.0","0.0",
"Pasquale Schiattarella","itITA","MF","SPAL","itSerie A","31","1987","20.5","0","14","4","28.6","0.68","0.20","0.00","0.00","22.4","1","0","0","0.6","0.6","0.05","-0.6","-0.6",
"Patrik Schick","czCZE","FW,MF","Roma","itSerie A","22","1996","14.6","3","34","14","41.2","2.33","0.96","0.09","0.21","11.5","0","0","0","5.4","5.4","0.16","-2.4","-2.4",
"Julian Schieber","deGER","FW","Augsburg","deBundesliga","29","1989","2.9","1","4","1","25.0","1.40","0.35","0.25","1.00","14.9","1","0","0","0.7","0.7","0.17","+0.3","+0.3",
"Christopher Schindler","deGER","DF","Huddersfield","engPremier League","28","1990","36.2","1","13","3","23.1","0.36","0.08","0.08","0.33","11.5","0","0","0","1.1","1.1","0.09","-0.1","-0.1",
"Keven Schlotterbeck","deGER","DF","Freiburg","deBundesliga","21","1997","8.6","0","2","1","50.0","0.23","0.12","0.00","0.00","8.5","0","0","0","0.2","0.2","0.09","-0.2","-0.2",
"Nico Schlotterbeck","deGER","DF","Freiburg","deBundesliga","18","1999","2.5","0","1","0","0.0","0.40","0.00","0.00","","31.6","0","0","0","0.0","0.0","0.03","0.0","0.0",
"Jeffrey Schlupp","ghGHA","MF,FW","Crystal Palace","engPremier League","25","1992","18.6","4","28","8","28.6","1.51","0.43","0.14","0.50","14.8","0","0","0","3.2","3.2","0.12","+0.8","+0.8",
"Kasper Schmeichel","dkDEN","GK","Leicester City","engPremier League","31","1986","38.0","0","1","0","0.0","0.03","0.00","0.00","","9.6","0","0","0","0.1","0.1","0.06","-0.1","-0.1",
"Marcel Schmelzer","deGER","DF","Dortmund","deBundesliga","30","1988","6.3","0","4","0","0.0","0.64","0.00","0.00","","18.6","0","0","0","0.2","0.2","0.04","-0.2","-0.2",
"Jonathan Schmid","frFRA","DF","Augsburg","deBundesliga","28","1990","28.0","3","17","9","52.9","0.61","0.32","0.18","0.33","27.6","8","0","0","0.8","0.8","0.05","+2.2","+2.2",
"Morgan Schneiderlin","frFRA","MF","Everton","engPremier League","28","1989","9.3","0","3","0","0.0","0.32","0.00","0.00","","17.0","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Alessandro Schöpf","atAUT","MF,DF","Schalke 04","deBundesliga","24","1994","11.2","1","18","3","16.7","1.61","0.27","0.06","0.33","20.5","0","0","0","1.2","1.2","0.07","-0.2","-0.2",
"Nico Schulz","deGER","DF","Hoffenheim","deBundesliga","25","1993","28.2","1","30","8","26.7","1.06","0.28","0.03","0.13","18.4","0","0","0","2.3","2.3","0.08","-1.3","-1.3",
"André Schürrle","deGER","FW,MF","Fulham","engPremier League","27","1990","18.2","6","55","17","30.9","3.02","0.93","0.11","0.35","22.4","4","0","0","3.6","3.6","0.07","+2.4","+2.4",
"Pirmin Schwegler","chSUI","MF","Hannover 96","deBundesliga","31","1987","23.1","0","12","1","8.3","0.52","0.04","0.00","0.00","27.3","0","0","0","0.3","0.3","0.03","-0.3","-0.3",
"Alexander Schwolow","deGER","GK","Freiburg","deBundesliga","26","1992","33.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Matteo Scozzarella","itITA","MF","Parma","itSerie A","30","1988","16.2","0","8","1","12.5","0.49","0.06","0.00","0.00","29.7","1","0","0","0.3","0.3","0.03","-0.3","-0.3",
"Simone Scuffet","itITA","GK","Udinese","itSerie A","22","1996","9.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Andrea Seculin","itITA","GK","Chievo","itSerie A","28","1990","1.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Stanley Segarel","mfSMN","FW","Amiens","frLigue 1","24","1994","0.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Davie Selke","deGER","FW","Hertha BSC","deBundesliga","23","1995","19.3","3","44","19","43.2","2.28","0.98","0.07","0.16","13.7","0","0","0","5.2","5.2","0.12","-2.2","-2.2",
"Ole Selnæs","noNOR","MF","Saint-Étienne","frLigue 1","24","1994","18.5","0","12","3","25.0","0.65","0.16","0.00","0.00","26.3","0","0","0","0.4","0.4","0.04","-0.4","-0.4",
"Matz Sels","beBEL","GK","Strasbourg","frLigue 1","26","1992","37.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Ken Sema","seSWE","MF,FW","Watford","engPremier League","24","1993","8.4","1","12","3","25.0","1.43","0.36","0.08","0.33","17.3","0","0","0","0.8","0.8","0.07","+0.2","+0.2",
"Alfa Semedo","gwGNB","MF","Espanyol","esLa Liga","20","1997","0.5","0","2","0","0.0","4.00","0.00","0.00","","26.5","0","0","0","0.0","0.0","0.02","0.0","0.0",
"Nélson Semedo","ptPOR","DF","Barcelona","esLa Liga","24","1993","17.8","1","6","2","33.3","0.34","0.11","0.17","0.50","17.1","0","0","0","0.3","0.3","0.05","+0.7","+0.7",
"Rúben Semedo","ptPOR","DF","Huesca","esLa Liga","24","1994","9.4","0","6","0","0.0","0.64","0.00","0.00","","10.1","0","0","0","0.6","0.6","0.10","-0.6","-0.6",
"Adrian Šemper","hrCRO","GK","Chievo","itSerie A","20","1998","6.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Stefano Sensi","itITA","MF","Sassuolo","itSerie A","22","1995","21.9","2","36","7","19.4","1.64","0.32","0.06","0.29","23.1","5","0","0","1.9","1.9","0.05","+0.1","+0.1",
"Luigi Sepe","itITA","GK","Parma","itSerie A","27","1991","37.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Suat Serdar","deGER","MF","Schalke 04","deBundesliga","21","1997","19.2","2","30","9","30.0","1.56","0.47","0.07","0.22","18.8","0","0","0","3.0","3.0","0.10","-1.0","-1.0",
"Jean Seri","ciCIV","MF","Fulham","engPremier League","27","1991","24.9","1","19","6","31.6","0.76","0.24","0.05","0.17","25.7","3","0","0","0.9","0.9","0.05","+0.1","+0.1",
"Leonardo Sernicola","itITA","FW","Sassuolo","itSerie A","21","1997","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Julien Serrano","frFRA","MF,DF","Monaco","frLigue 1","20","1998","1.3","0","1","0","0.0","0.76","0.00","0.00","","7.7","0","0","0","0.3","0.3","0.31","-0.3","-0.3",
"Grégory Sertic","frFRA","MF","Marseille","frLigue 1","28","1989","1.2","0","1","0","0.0","0.83","0.00","0.00","","13.5","0","0","0","0.1","0.1","0.09","-0.1","-0.1",
"Ryan Sessegnon","engENG","FW,DF","Fulham","engPremier League","18","2000","25.6","2","28","11","39.3","1.10","0.43","0.07","0.18","14.9","0","0","0","4.0","4.0","0.14","-2.0","-2.0",
"Paik Seung-ho","krKOR","FW,MF","Girona","esLa Liga","21","1997","0.7","0","1","0","0.0","1.50","0.00","0.00","","15.5","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Stephan El Shaarawy","itITA","FW,MF","Roma","itSerie A","25","1992","23.4","11","70","30","42.9","2.99","1.28","0.16","0.37","17.5","0","0","0","7.6","7.6","0.11","+3.4","+3.4",
"Meritan Shabani","alALB","MF","Bayern Munich","deBundesliga","19","1999","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Xherdan Shaqiri","chSUI","FW,MF","Liverpool","engPremier League","26","1991","11.8","6","26","10","38.5","2.20","0.85","0.23","0.60","19.8","5","0","0","3.9","3.9","0.15","+2.1","+2.1",
"Luke Shaw","engENG","DF","Manchester Utd","engPremier League","23","1995","28.8","1","21","7","33.3","0.73","0.24","0.05","0.14","19.8","0","0","0","1.4","1.4","0.07","-0.4","-0.4",
"Jonjo Shelvey","engENG","MF","Newcastle Utd","engPremier League","26","1992","10.5","1","23","8","34.8","2.18","0.76","0.04","0.13","28.9","4","0","0","0.9","0.9","0.04","+0.1","+0.1",
"Gaku Shibasaki","jpJPN","MF,FW","Getafe","esLa Liga","26","1992","4.3","0","6","1","16.7","1.39","0.23","0.00","0.00","24.4","0","0","0","0.2","0.2","0.03","-0.2","-0.2",
"Gen Shoji","jpJPN","DF","Toulouse","frLigue 1","25","1992","18.0","0","2","0","0.0","0.11","0.00","0.00","","33.0","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Djibril Sidibé","frFRA","DF,MF","Monaco","frLigue 1","26","1992","23.1","0","18","3","16.7","0.78","0.13","0.00","0.00","19.0","1","0","0","1.3","1.3","0.07","-1.3","-1.3",
"Kalidou Sidibé","mlMLI","MF","Toulouse","frLigue 1","19","1999","14.0","1","4","2","50.0","0.29","0.14","0.25","0.50","19.7","0","0","0","0.3","0.3","0.06","+0.7","+0.7",
"Sidnei","brBRA","DF","Betis","esLa Liga","28","1989","19.4","1","9","2","22.2","0.46","0.10","0.11","0.50","13.4","0","0","0","1.1","1.1","0.12","-0.1","-0.1",
"Francisco Sierralta","clCHI","DF","Parma","itSerie A","21","1997","3.0","0","2","0","0.0","0.67","0.00","0.00","","21.8","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Gylfi Sigurðsson","isISL","MF","Everton","engPremier League","28","1989","34.6","13","81","29","35.8","2.34","0.84","0.14","0.38","20.3","7","2","5","10.7","6.7","0.08","+2.3","+4.3",
"Luca Siligardi","itITA","FW","Parma","itSerie A","30","1988","18.2","1","37","7","18.9","2.03","0.38","0.03","0.14","23.9","1","0","0","2.2","2.2","0.06","-1.2","-1.2",
"Adrien Silva","ptPOR","MF","Leicester City","engPremier League","29","1989","1.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Adrien Silva","ptPOR","MF","Monaco","frLigue 1","29","1989","13.2","0","9","3","33.3","0.68","0.23","0.00","0.00","26.6","1","0","0","0.3","0.3","0.03","-0.3","-0.3",
"André Silva","ptPOR","FW","Sevilla","esLa Liga","22","1995","24.0","9","63","26","41.3","2.63","1.08","0.14","0.35","13.2","0","0","0","10.3","10.3","0.16","-1.3","-1.3",
"Bernardo Silva","ptPOR","MF,FW","Manchester City","engPremier League","23","1994","31.7","7","62","22","35.5","1.96","0.69","0.11","0.32","15.7","0","0","0","7.4","7.4","0.12","-0.4","-0.4",
"David Silva","esESP","MF","Manchester City","engPremier League","32","1986","26.7","6","51","18","35.3","1.91","0.67","0.12","0.33","14.1","4","0","0","7.8","7.8","0.15","-1.8","-1.8",
"Gabriel Silva","brBRA","DF","Saint-Étienne","frLigue 1","27","1991","15.9","0","5","1","20.0","0.31","0.06","0.00","0.00","20.9","0","0","0","0.2","0.2","0.04","-0.2","-0.2",
"Jonathan Silva","arARG","DF,FW","Leganés","esLa Liga","24","1994","30.0","3","23","8","34.8","0.77","0.27","0.13","0.38","18.2","0","0","0","1.6","1.6","0.07","+1.4","+1.4",
"Matheus Pereira da Silva","brBRA","MF","Juventus","itSerie A","20","1998","1.0","0","2","0","0.0","1.96","0.00","0.00","","17.8","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Thiago Silva","brBRA","DF","Paris S-G","frLigue 1","33","1984","23.1","0","12","0","0.0","0.52","0.00","0.00","","11.9","0","0","0","1.0","1.0","0.08","-1.0","-1.0",
"Xande Silva","ptPOR","FW","West Ham","engPremier League","21","1997","0.2","0","2","0","0.0","10.00","0.00","0.00","","15.0","0","0","0","0.1","0.1","0.04","-0.1","-0.1",
"Matías Silvestre","arARG","DF","Empoli","itSerie A","33","1984","34.0","2","11","5","45.5","0.32","0.15","0.18","0.40","9.0","0","0","0","1.5","1.5","0.14","+0.5","+0.5",
"Giovanni Simeone","arARG","FW","Fiorentina","itSerie A","23","1995","27.3","6","66","26","39.4","2.42","0.95","0.09","0.23","13.3","0","0","0","11.2","11.2","0.17","-5.2","-5.2",
"Lorenco Šimić","hrCRO","DF","SPAL","itSerie A","22","1996","2.6","0","5","0","0.0","1.89","0.00","0.00","","9.8","0","0","0","0.8","0.8","0.17","-0.8","-0.8",
"Moses Simon","ngNGA","DF,MF","Levante","esLa Liga","23","1995","8.7","1","15","5","33.3","1.72","0.57","0.07","0.20","18.3","0","0","0","1.3","1.3","0.09","-0.3","-0.3",
"Unai Simón","esESP","GK","Athletic Club","esLa Liga","21","1997","7.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Danny Simpson","engENG","DF","Leicester City","engPremier League","31","1987","3.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Jack Simpson","engENG","DF","Bournemouth","engPremier League","21","1996","4.5","0","2","1","50.0","0.45","0.22","0.00","0.00","9.1","0","0","0","0.1","0.1","0.06","-0.1","-0.1",
"Josh Sims","engENG","MF","Southampton","engPremier League","21","1997","2.4","0","5","1","20.0","2.12","0.42","0.00","0.00","17.8","0","0","0","0.6","0.6","0.12","-0.6","-0.6",
"Giovanni Sio","ciCIV","FW","Montpellier","frLigue 1","29","1989","0.7","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Dimitris Siovas","grGRE","DF","Leganés","esLa Liga","29","1988","32.9","1","21","3","14.3","0.64","0.09","0.05","0.33","14.5","0","0","0","1.9","1.9","0.09","-0.9","-0.9",
"Salvatore Sirigu","itITA","GK","Torino","itSerie A","31","1987","35.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Ibrahima Sissoko","mlMLI","MF","Strasbourg","frLigue 1","20","1997","29.6","3","28","8","28.6","0.95","0.27","0.11","0.38","22.5","0","0","0","1.5","1.5","0.05","+1.5","+1.5",
"Moussa Sissoko","frFRA","MF,FW","Tottenham","engPremier League","28","1989","25.9","0","15","3","20.0","0.58","0.12","0.00","0.00","24.7","0","0","0","0.9","0.9","0.06","-0.9","-0.9",
