Name, Nation, Position, Club, League, Age, YearBorn, 90s,Touches, DefPenTouches, Def3rdTouches,Mid3rdTouches,Att3rdTouches, AttPenAreaTouches,LiveBallTouches, TakeOnAtt,TakeOnSucc,TakeOnSucc%,TackledDuringTakeOn,TackledDuringTakeOn%, Carries,CarryDistTot, ProgressiveCarryDist,ProgressiveCarries,CarriesIntoFinal3rd, CarriesIntoPenArea, MisControls, Dispossessed, PassesRecieved,ProgPassesRecieved 
"Anthony Gordon","engENG","FW","Newcastle Utd","engPremier League","24-276","2001","5.1","229","3","17","94","120","25","229","32","10","31.3","15","46.9","147","1062","501","21","14","9","16","5","148","38",
"Leon Goretzka","deGER","MF","Bayern Munich","deBundesliga","30-294","1995","7.1","590","15","111","315","169","7","590","5","4","80.0","0","0.0","395","1793","1015","17","21","1","7","7","439","15",
"Andoni Gorosabel","esESP","DF","Athletic Club","esLa Liga","29-115","1996","3.7","238","8","70","104","65","3","238","5","1","20.0","3","60.0","92","409","263","7","6","0","7","2","113","27",
"Jon Gorrotxategi","esESP","MF","Real Sociedad","esLa Liga","23-298","2002","10.7","603","32","143","375","94","2","603","4","0","0.0","2","50.0","317","1585","785","8","16","0","11","7","364","10",
"Alimami Gory","mlMLI","FW,MF","Paris FC","frLigue 1","29-089","1996","2.0","70","2","10","22","39","10","70","3","0","0.0","2","66.7","40","300","113","3","3","2","7","3","51","16",
"Robin Gosens","deGER","DF","Fiorentina","itSerie A","31-145","1994","8.0","390","25","107","171","112","21","390","3","0","0.0","2","66.7","157","558","195","6","4","1","4","3","208","47",
"Mikel Goti","esESP","MF","Real Sociedad","esLa Liga","23-188","2002","0.7","39","0","6","15","18","2","39","3","2","66.7","1","33.3","20","74","11","1","0","0","2","1","26","6",
"Mario Götze","deGER","MF","Eint Frankfurt","deBundesliga","33-177","1992","3.2","223","4","40","114","71","9","223","5","2","40.0","3","60.0","131","417","198","3","3","0","7","3","155","21",
"Amine Gouiri","dzALG","FW,MF","Marseille","frLigue 1","25-284","2000","4.2","152","1","8","61","88","15","152","11","4","36.4","7","63.6","90","481","209","7","8","4","11","2","108","18",
"Tiago Gouveia","ptPOR","DF,MF","Nice","frLigue 1","24-162","2001","3.3","162","15","58","58","47","10","162","14","4","28.6","10","71.4","94","427","192","6","1","3","11","2","91","17",
"Jeffrey Gouweleeuw","nlNED","DF","Augsburg","deBundesliga","34-140","1991","4.1","264","36","132","124","10","3","264","1","1","100.0","0","0.0","140","637","371","1","0","0","4","3","148","2",
"Kamil Grabara","plPOL","GK","Wolfsburg","deBundesliga","26-323","1999","11.0","493","413","489","3","1","1","493","0","0","","0","","277","1263","781","0","0","0","0","0","260","0",
"Jonathan Gradit","frFRA","DF","Lens","frLigue 1","33-003","1992","9.0","586","78","248","315","27","4","586","6","3","50.0","2","33.3","319","1542","1004","7","1","1","2","1","407","2",
"Alberto Grassi","itITA","MF","Cremonese","itSerie A","30-265","1995","4.3","236","18","85","137","17","0","236","5","3","60.0","1","20.0","125","598","279","3","2","0","1","3","141","1",
"Ryan Gravenberch","nlNED","MF,DF","Liverpool","engPremier League","23-195","2002","9.7","717","19","170","420","130","5","717","18","8","44.4","8","44.4","508","2825","1442","23","13","0","17","6","554","24",
"Archie Gray","engENG","MF","Tottenham","engPremier League","19-260","2006","0.8","48","1","7","36","5","1","48","0","0","","0","","32","159","79","2","0","0","1","0","35","0",
"Jack Grealish","engENG","FW","Everton","engPremier League","30-078","1995","10.1","491","16","76","158","266","61","491","57","14","24.6","21","36.8","344","2525","1396","61","24","32","15","19","347","85",
"Mason Greenwood","engENG","FW,MF","Marseille","frLigue 1","24-057","2001","10.6","698","3","27","286","386","51","693","34","14","41.2","17","50.0","533","2800","1273","42","22","20","21","7","592","110",
"Dominik Greif","skSVK","GK","Lyon","frLigue 1","28-235","1997","9.0","385","299","382","3","0","0","385","0","0","","0","","233","965","513","0","0","0","1","0","247","0",
"Antoine Griezmann","frFRA","FW,MF","Atlético Madrid","esLa Liga","34-251","1991","5.8","373","8","32","163","183","29","373","8","3","37.5","3","37.5","204","866","376","8","10","5","12","1","285","47",
"Vincenzo Grifo","itITA","FW","Freiburg","deBundesliga","32-234","1993","6.4","351","5","44","191","117","15","349","7","6","85.7","1","14.3","177","886","402","12","8","5","3","3","227","35",
"Álex Grimaldo","esESP","DF","Leverkusen","deBundesliga","30-068","1995","9.3","812","22","157","381","282","14","811","31","11","35.5","17","54.8","465","2428","1344","33","30","0","13","5","570","53",
"Pascal Groß","deGER","MF","Dortmund","deBundesliga","34-165","1991","5.6","471","8","50","268","157","17","471","5","4","80.0","1","20.0","293","1281","750","12","12","0","11","6","364","47",
"Brajan Gruda","deGER","MF,FW","Brighton","engPremier League","21-180","2004","2.5","110","4","16","33","65","10","110","17","7","41.2","9","52.9","72","517","273","8","6","5","9","8","73","28",
"Ilia Gruev","bgBUL","MF","Leeds United","engPremier League","25-205","2000","2.4","120","5","36","76","8","1","120","0","0","","0","","67","247","58","0","2","0","1","0","77","0",
"Marco Grüll","atAUT","FW","Werder Bremen","deBundesliga","27-144","1998","8.7","371","10","57","148","172","26","371","13","9","69.2","4","30.8","197","1105","599","25","15","7","25","8","245","57",
"Albert Grønbaek","dkDEN","FW,MF","Genoa","itSerie A","24-188","2001","1.0","37","2","5","15","18","1","37","7","2","28.6","4","57.1","19","145","84","1","1","0","7","1","25","4",
"Nemanja Gudelj","rsSRB","MF","Sevilla","esLa Liga","34-011","1991","6.9","370","23","101","218","52","6","370","9","4","44.4","5","55.6","189","804","374","4","3","1","5","6","228","2",
"Gabriel Gudmundsson","seSWE","DF","Leeds United","engPremier League","26-212","1999","11.1","647","35","208","281","169","21","647","35","17","48.6","14","40.0","332","1994","1248","30","19","8","14","13","386","45",
"Gonçalo Guedes","ptPOR","MF,FW","Real Sociedad","esLa Liga","28-363","1996","6.0","258","2","10","103","146","22","258","13","6","46.2","5","38.5","147","726","345","14","5","7","7","7","181","55",
"Marc Guéhi","engENG","DF","Crystal Palace","engPremier League","25-137","2000","11.0","691","79","330","312","53","17","691","3","1","33.3","2","66.7","400","2017","1258","13","8","0","4","5","445","5",
"Mattéo Guendouzi","frFRA","MF","Lazio","itSerie A","26-227","1999","9.9","547","13","85","329","137","13","547","8","3","37.5","5","62.5","334","1484","614","8","11","1","12","6","434","29",
"Javier Guerra","esESP","MF","Valencia","esLa Liga","22-330","2003","8.8","529","23","137","280","118","23","529","22","10","45.5","9","40.9","284","1531","783","17","13","6","18","12","359","19",
"Raphaël Guerreiro","ptPOR","MF,DF","Bayern Munich","deBundesliga","31-340","1993","2.2","155","2","19","44","95","12","155","2","1","50.0","1","50.0","108","347","162","3","5","2","3","2","134","20",
"Daniel Guerrero","esESP","MF","Betis","esLa Liga","20-124","2005","0.0","3","0","0","2","1","0","3","2","1","50.0","1","50.0","3","9","8","0","1","0","0","0","2","1",
"Ismaël Guerti","frFRA","MF","Metz","frLigue 1","21-120","2004","0.3","30","3","9","18","4","1","30","2","1","50.0","1","50.0","20","151","77","4","1","1","2","2","19","1",
"Evann Guessand","ciCIV","FW","Aston Villa","engPremier League","24-149","2001","4.7","159","7","32","60","71","14","159","22","6","27.3","15","68.2","93","619","325","12","3","5","7","14","95","26",
"Ander Guevara","esESP","MF,FW","Alavés","esLa Liga","28-143","1997","2.8","186","15","57","107","23","2","186","7","4","57.1","2","28.6","81","447","149","2","2","0","2","5","109","4",
"Idrissa Guèye","snSEN","FW","Udinese","itSerie A","19-072","2006","0.2","2","0","0","1","1","0","2","0","0","","0","","1","22","22","0","0","0","0","0","1","1",
"Idrissa Guèye","snSEN","FW","Metz","frLigue 1","19-072","2006","1.5","34","5","8","15","11","4","34","1","0","0.0","1","100.0","12","60","23","1","0","1","5","1","15","5",
"Pape Gueye","snSEN","MF","Villarreal","esLa Liga","26-307","1999","7.9","492","15","114","245","138","15","492","13","4","30.8","5","38.5","310","1217","685","11","15","2","10","6","363","16",
"Morgan Guilavogui","gnGUI","MF,FW","Lens","frLigue 1","27-262","1998","4.8","244","3","40","116","98","26","244","17","7","41.2","7","41.2","118","540","241","5","9","1","11","0","167","29",
"Luis Guilherme","brBRA","FW,MF","West Ham","engPremier League","19-291","2006","1.1","35","4","12","13","10","2","35","5","1","20.0","4","80.0","25","97","32","0","0","0","3","5","24","5",
"Bruno Guimarães","brBRA","MF","Newcastle Utd","engPremier League","28-011","1997","10.9","639","25","112","337","200","18","639","23","8","34.8","13","56.5","444","1894","902","14","10","3","24","16","479","26",
"Daouda Guindo","mlMLI","DF","Brest","frLigue 1","23-044","2002","2.9","163","13","53","74","36","2","163","0","0","","0","","94","468","225","4","4","1","1","0","106","13",
"Bahereba Guirassy","frFRA","FW,MF","Nantes","frLigue 1","19-090","2006","6.9","273","9","67","99","111","33","273","31","8","25.8","20","64.5","148","998","477","20","9","13","16","9","166","49",
"Serhou Guirassy","gnGUI","FW","Dortmund","deBundesliga","29-260","1996","9.8","320","12","31","146","146","50","319","9","2","22.2","6","66.7","174","848","332","16","7","7","33","8","254","64",
"Marc Guiu","esESP","FW","Sunderland","engPremier League","19-327","2006","0.2","8","0","2","2","4","2","8","0","0","","0","","2","2","1","0","0","0","0","0","4","1",
"Marc Guiu","esESP","FW","Chelsea","engPremier League","19-327","2006","1.8","30","1","1","12","18","9","30","4","1","25.0","2","50.0","15","105","55","2","1","1","5","1","22","8",
"Péter Gulácsi","huHUN","GK","RB Leipzig","deBundesliga","35-205","1990","11.0","440","367","434","6","0","0","440","0","0","","0","","274","1126","597","0","0","0","0","0","254","0",
"Arda Güler","trTUR","MF","Real Madrid","esLa Liga","20-275","2005","9.4","698","13","67","298","340","28","698","22","11","50.0","8","36.4","399","1926","887","19","17","4","13","4","518","49",
"Gerard Gumbau","esESP","MF,FW","Rayo Vallecano","esLa Liga","30-344","1994","1.0","57","6","12","30","15","2","57","2","1","50.0","1","50.0","26","109","29","1","0","1","1","2","39","1",
"Christian Günter","deGER","DF","Freiburg","deBundesliga","32-272","1993","3.9","168","6","43","62","63","3","168","1","0","0.0","1","100.0","75","247","94","2","3","0","5","1","91","17",
"Jon Guridi","esESP","MF,FW","Alavés","esLa Liga","30-272","1995","4.0","195","2","19","107","70","13","195","9","4","44.4","4","44.4","115","643","286","8","6","4","10","1","142","16",
"Gorka Guruzeta","esESP","FW","Athletic Club","esLa Liga","29-076","1996","6.9","252","7","21","113","118","43","252","11","2","18.2","9","81.8","102","350","123","2","3","2","27","3","188","38",
"Malo Gusto","frFRA","DF,MF","Chelsea","engPremier League","22-192","2003","6.4","440","16","105","212","130","12","440","6","5","83.3","1","16.7","262","1298","578","12","8","0","18","5","285","33",
"Miguel Gutiérrez","esESP","DF,MF","Napoli","itSerie A","24-123","2001","3.3","204","6","38","102","68","5","204","6","1","16.7","4","66.7","107","549","260","5","3","0","2","1","130","17",
"Albert Guðmundsson","isISL","MF,FW","Fiorentina","itSerie A","28-165","1997","6.6","209","8","32","119","60","11","207","8","2","25.0","5","62.5","121","716","297","8","6","3","13","12","149","17",
"Joško Gvardiol","hrCRO","DF","Manchester City","engPremier League","23-308","2002","7.8","586","66","208","311","70","6","586","4","1","25.0","3","75.0","373","1921","1118","8","16","0","7","2","407","2",
"Viktor Gyökeres","seSWE","FW","Arsenal","engPremier League","27-176","1998","8.9","211","7","11","69","133","57","210","16","4","25.0","10","62.5","107","568","213","8","5","5","32","9","145","51",
"Erling Haaland","noNOR","FW","Manchester City","engPremier League","25-129","2000","11.5","255","22","35","100","122","79","254","15","6","40.0","6","40.0","125","630","419","24","8","16","16","7","183","37",
"Janik Haberer","deGER","MF,DF","Union Berlin","deBundesliga","31-239","1994","6.6","317","16","88","153","78","3","317","10","3","30.0","5","50.0","116","477","199","5","5","1","4","2","124","8",
"Robin Hack","deGER","FW,MF","Gladbach","deBundesliga","27-092","1998","2.8","151","2","12","71","69","14","151","5","2","40.0","3","60.0","84","518","285","8","5","1","10","4","110","23",
"Albian Hajdari","xkKVX","DF","Hoffenheim","deBundesliga","22-193","2003","7.5","579","69","292","267","22","10","579","1","1","100.0","0","0.0","303","1452","716","4","2","0","2","2","361","0",
"Achraf Hakimi","maMAR","DF","Paris S-G","frLigue 1","27-023","1998","7.3","772","7","96","316","362","20","772","24","4","16.7","19","79.2","460","1747","898","18","18","6","11","8","635","110",
"Lewis Hall","engENG","DF","Newcastle Utd","engPremier League","21-080","2004","2.5","161","9","41","80","42","5","161","11","4","36.4","3","27.3","89","342","148","1","1","0","5","5","98","10",
"Adil Hamdani","frFRA","FW","Lyon","frLigue 1","16-310","2009","0.1","6","1","1","1","4","0","6","0","0","","0","","2","6","3","0","0","0","0","0","3","1",
"Pierre-Yves Hamel","frFRA","FW","Paris FC","frLigue 1","31-297","1994","0.9","12","0","2","4","6","2","12","0","0","","0","","1","3","1","0","0","0","0","0","4","2",
"Andreas Hanche-Olsen","noNOR","DF","Mainz 05","deBundesliga","28-314","1997","7.3","399","50","209","163","29","14","399","2","0","0.0","2","100.0","178","706","294","0","2","0","3","0","200","1",
"Dávid Hancko","skSVK","DF","Atlético Madrid","esLa Liga","27-349","1997","11.0","695","57","257","327","113","19","695","5","2","40.0","3","60.0","404","2202","1495","25","17","1","7","1","489","29",
"Florent Hanin","dzALG","DF","Angers","frLigue 1","35-296","1990","4.3","220","16","84","93","43","2","220","3","1","33.3","2","66.7","104","424","227","8","4","1","3","2","129","8",
"Isak Hansen-Aarøen","noNOR","FW","Werder Bremen","deBundesliga","21-097","2004","0.0","7","0","2","3","2","1","7","1","0","0.0","1","100.0","5","33","14","1","0","0","0","0","5","1",
"Conrad Harder","dkDEN","FW","RB Leipzig","deBundesliga","20-234","2005","1.8","78","1","8","33","37","10","78","7","1","14.3","6","85.7","43","317","142","7","5","4","10","5","62","12",
"Jack Harrison","engENG","FW,DF","Leeds United","engPremier League","29-007","1996","3.0","173","5","42","62","75","7","173","9","3","33.3","4","44.4","100","594","293","8","7","3","9","0","116","17",
"Abdou Harroui","nlNED","MF,FW","Hellas Verona","itSerie A","27-318","1998","1.6","80","1","15","38","28","1","80","4","1","25.0","2","50.0","31","186","89","4","5","0","7","1","40","4",
"Quilindschy Hartman","nlNED","DF","Burnley","engPremier League","24-013","2001","11.9","612","46","214","259","144","12","612","4","0","0.0","4","100.0","268","864","422","4","7","0","9","3","312","30",
"Haissem Hassan","frFRA","FW,MF","Oviedo","esLa Liga","23-292","2002","7.7","292","12","46","133","124","23","292","53","28","52.8","20","37.7","211","2830","1473","50","28","15","16","5","210","39",
"Hans Hateboer","nlNED","DF","Rennes","frLigue 1","31-322","1994","0.2","12","1","2","4","6","0","12","0","0","","0","","4","30","15","1","1","0","1","0","9","1",
"Hans Hateboer","nlNED","DF","Lyon","frLigue 1","31-322","1994","0.3","21","2","6","10","5","0","21","0","0","","0","","9","28","6","0","0","0","1","0","14","3",
"Jorrel Hato","nlNED","DF","Chelsea","engPremier League","19-265","2006","1.9","124","17","62","47","15","3","124","2","2","100.0","0","0.0","80","219","70","0","1","0","2","3","91","1",
"Kai Havertz","deGER","FW","Arsenal","engPremier League","26-169","1999","0.3","16","0","2","5","10","1","16","4","1","25.0","1","25.0","11","75","21","1","1","1","1","1","12","2",
"Ayden Heaven","engENG","DF","Manchester Utd","engPremier League","19-066","2006","0.3","19","7","12","7","0","0","19","0","0","","0","","8","45","24","0","0","0","0","0","7","0",
"Jan Paul van Hecke","nlNED","DF","Brighton","engPremier League","25-172","2000","12.0","1026","100","442","545","46","12","1026","4","1","25.0","0","0.0","703","4704","3176","26","7","1","3","0","756","4",
"Hwang Hee-chan","krKOR","FW","Wolves","engPremier League","29-305","1996","4.4","171","7","25","76","72","8","171","13","4","30.8","7","53.8","95","583","231","8","5","1","11","1","112","26",
"Torbjørn Heggem","noNOR","DF","Bologna","itSerie A","26-319","1999","9.9","569","49","268","283","18","6","569","6","4","66.7","1","16.7","350","1687","890","7","4","0","3","1","394","0",
"Gauthier Hein","frFRA","MF","Metz","frLigue 1","29-112","1996","10.1","668","6","88","358","225","22","665","9","4","44.4","5","55.6","427","2580","1371","36","30","6","23","15","500","49",
