Name, Nation, Position, Club, League, Age, YearBorn, 90s,Touches, DefPenTouches, Def3rdTouches,Mid3rdTouches,Att3rdTouches, AttPenAreaTouches,LiveBallTouches, TakeOnAtt,TakeOnSucc,TakeOnSucc%,TackledDuringTakeOn,TackledDuringTakeOn%, Carries,CarryDistTot, ProgressiveCarryDist,ProgressiveCarries,CarriesIntoFinal3rd, CarriesIntoPenArea, MisControls, Dispossessed, PassesRecieved,ProgPassesRecieved
"Hassane Kamara","ciCIV","DF,FW","Nice","frLigue 1","26","1994","32.9","2308","93","681","1027","621","43","2308","61","36","59.0","25","41.0","1389","7720","4293","111","77","16","48","23","1512","214",
"Marcin Kamiński","plPOL","DF","Stuttgart","deBundesliga","28","1992","2.4","238","13","76","152","13","1","238","0","0","","0","","147","865","545","5","4","0","1","0","173","5",
"Kevin Kampl","siSVN","MF","RB Leipzig","deBundesliga","29","1990","21.5","1595","34","240","1088","281","6","1595","22","17","77.3","5","22.7","916","4624","1972","25","37","2","29","15","1118","24",
"Harry Kane","engENG","FW","Tottenham","engPremier League","27","1993","34.2","1393","51","128","685","595","159","1389","100","52","52.0","48","48.0","809","4648","2270","75","50","30","63","54","1072","185",
"Lee Kang-in","krKOR","FW,MF","Valencia","esLa Liga","19","2001","14.0","656","4","75","332","262","16","656","45","38","84.4","7","15.6","428","2642","1170","36","32","5","24","27","503","41",
"Wilfried Kanga","ciCIV","FW","Angers","frLigue 1","22","1998","1.5","33","2","2","14","17","4","33","2","0","0.0","2","100.0","20","104","43","2","0","2","2","3","21","8",
"N'Golo Kanté","frFRA","MF","Chelsea","engPremier League","29","1991","23.8","1842","57","447","1073","346","15","1842","38","26","68.4","12","31.6","982","4854","2356","38","41","2","48","15","1227","39",
"Jimmy Kaparos","doDOM","MF","Schalke 04","deBundesliga","18","2001","0.2","2","0","1","1","0","0","2","0","0","","0","","2","1","0","0","0","0","0","0","2","0",
"Yann Karamoh","frFRA","FW,MF","Parma","itSerie A","22","1998","14.4","522","12","74","215","254","48","522","55","38","69.1","17","30.9","348","2636","1437","45","43","13","44","22","371","116",
"Isaac Karamoko","frFRA","DF","Sassuolo","itSerie A","18","2002","0.0","2","0","0","1","1","1","2","0","0","","0","","1","2","0","0","0","0","0","1","2","0",
"Atakan Karazor","trTUR","DF,MF","Stuttgart","deBundesliga","23","1996","11.5","856","113","407","414","39","4","856","8","7","87.5","1","12.5","451","1649","766","4","2","0","16","4","524","6",
"Augustus Kargbo","slSLE","FW","Crotone","itSerie A","20","1999","0.4","16","0","1","6","9","0","16","2","1","50.0","1","50.0","10","31","3","0","0","0","5","3","13","5",
"Loris Karius","deGER","GK","Union Berlin","deBundesliga","27","1993","3.2","102","87","102","0","0","0","102","0","0","","0","","50","269","162","0","0","0","0","0","46","0",
"Rick Karsdorp","nlNED","DF","Roma","itSerie A","25","1995","28.3","1462","57","377","678","425","40","1462","23","18","78.3","5","21.7","737","3711","1559","32","26","5","19","12","932","150",
"Silas Katompa","cdCOD","DF,FW","Stuttgart","deBundesliga","21","1998","21.3","783","24","147","294","368","100","780","86","48","55.8","38","44.2","469","4286","1908","74","34","44","68","42","459","165",
"Noah Katterbach","deGER","DF,MF","Köln","deBundesliga","19","2001","12.3","783","23","248","345","198","6","783","25","19","76.0","6","24.0","461","2338","1273","27","24","2","19","17","463","47",
"Eiji Kawashima","jpJPN","GK","Strasbourg","frLigue 1","37","1983","24.0","759","662","755","4","0","0","759","0","0","","0","","382","2057","1068","0","0","0","3","0","287","0",
"Moise Kean","itITA","FW,MF","Everton","engPremier League","20","2000","0.2","15","0","1","5","9","5","15","3","0","0.0","3","100.0","11","112","62","4","1","1","1","0","12","5",
"Moise Kean","itITA","FW","Paris S-G","frLigue 1","20","2000","18.9","497","12","43","208","257","82","497","50","27","54.0","23","46.0","278","1685","796","31","17","11","43","31","351","104",
"Michael Keane","engENG","DF","Everton","engPremier League","27","1993","33.2","2287","354","1233","1003","57","34","2287","7","4","57.1","3","42.9","1333","6968","4025","14","5","0","7","5","1571","3",
"Neeskens Kebano","cdCOD","FW,MF","Fulham","engPremier League","28","1992","1.3","65","0","8","21","38","5","65","5","3","60.0","2","40.0","45","239","109","7","1","1","7","2","46","15",
"Thilo Kehrer","deGER","DF","Paris S-G","frLigue 1","23","1996","18.0","1389","99","485","798","115","12","1389","5","3","60.0","2","40.0","861","3726","1800","9","13","1","7","3","997","21",
"Habib Keita","mlMLI","MF","Lyon","frLigue 1","18","2002","0.1","5","0","0","4","2","1","5","0","0","","0","","2","7","6","0","1","0","1","0","2","0",
"Naby Keïta","gnGUI","MF","Liverpool","engPremier League","25","1995","5.8","430","5","42","273","119","16","430","10","8","80.0","2","20.0","279","1548","815","18","13","3","14","8","320","19",
"Yannik Keitel","deGER","MF","Freiburg","deBundesliga","20","2000","5.5","274","19","87","142","47","4","274","6","3","50.0","3","50.0","128","586","241","1","2","0","9","7","147","10",
"Caoimhín Kelleher","ieIRL","GK","Liverpool","engPremier League","21","1998","2.0","70","56","69","1","0","0","70","0","0","","0","","39","116","75","0","0","0","0","0","34","0",
"Stephane Keller","cmCMR","DF","Alavés","esLa Liga","18","2001","0.2","15","0","7","7","1","0","15","1","0","0.0","1","100.0","11","48","21","0","0","0","0","0","9","0",
"Martin Kelly","engENG","DF","Crystal Palace","engPremier League","30","1990","0.0","4","1","3","1","0","0","4","0","0","","0","","1","2","0","0","0","0","0","0","0","0",
"Marc-Oliver Kempf","deGER","DF","Stuttgart","deBundesliga","25","1995","30.3","2225","217","868","1264","119","21","2225","22","18","81.8","4","18.2","1181","6276","3936","51","27","1","17","15","1407","13",
"Kenedy","brBRA","FW,MF","Granada","esLa Liga","24","1996","16.3","551","15","109","196","258","23","551","70","37","52.9","33","47.1","302","2065","932","30","18","8","38","38","287","59",
"Jonjoe Kenny","engENG","DF","Everton","engPremier League","23","1997","0.9","69","3","14","25","31","4","69","0","0","","0","","27","115","58","2","2","0","3","0","42","7",
"Franck Kessié","ciCIV","MF","Milan","itSerie A","23","1996","35.8","2425","115","579","1441","442","89","2412","54","43","79.6","11","20.4","1426","7839","3715","64","51","6","53","40","1692","57",
"Reda Khadra","deGER","MF","Brighton","engPremier League","19","2001","0.1","1","0","0","0","1","1","1","0","0","","0","","1","35","31","1","0","1","0","0","1","1",
"Omar Khailoti","itITA","DF","Bologna","itSerie A","18","2001","0.3","22","2","7","8","7","0","22","0","0","","0","","19","66","30","0","1","0","0","0","17","3",
"Saîf-Eddine Khaoui","tnTUN","FW,DF","Marseille","frLigue 1","25","1995","6.7","358","6","79","163","118","12","358","16","9","56.3","7","43.8","182","747","317","7","9","0","15","7","191","39",
"Wahbi Khazri","tnTUN","FW","Saint-Étienne","frLigue 1","29","1991","13.1","561","13","66","290","227","34","558","59","26","44.1","33","55.9","373","2356","1098","36","28","8","40","25","395","64",
"Rani Khedira","deGER","MF","Augsburg","deBundesliga","26","1994","20.2","837","64","297","446","96","15","837","2","2","100.0","0","0.0","356","1465","548","9","7","1","16","6","449","15",
"Sami Khedira","deGER","MF","Hertha BSC","deBundesliga","33","1987","4.4","259","12","92","145","24","4","259","2","2","100.0","0","0.0","129","519","240","3","2","0","5","2","163","7",
"Kiké","esESP","FW","Eibar","esLa Liga","30","1989","34.3","1336","33","73","541","733","141","1336","54","36","66.7","18","33.3","771","3263","914","36","33","9","140","64","1071","247",
"Luca Kilian","deGER","DF","Mainz 05","deBundesliga","20","1999","4.2","260","26","146","109","5","2","260","0","0","","0","","159","726","384","2","1","0","0","0","164","0",
"Max Kilman","engENG","DF","Wolves","engPremier League","23","1997","14.6","877","77","386","453","41","9","877","8","7","87.5","1","12.5","550","2671","1676","11","7","0","4","2","628","2",
"Joshua Kimmich","deGER","MF","Bayern Munich","deBundesliga","25","1995","24.4","2366","76","411","1288","689","26","2366","37","29","78.4","8","21.6","1401","8811","4102","54","53","5","41","20","1645","66",
"Presnel Kimpembe","frFRA","DF","Paris S-G","frLigue 1","24","1995","25.6","2178","180","856","1277","55","11","2178","12","9","75.0","3","25.0","1445","6857","4061","13","10","0","14","4","1673","1",
"Joshua King","noNOR","MF,FW","Everton","engPremier League","28","1992","1.6","80","0","10","34","39","6","80","7","4","57.1","3","42.9","45","346","165","9","7","1","9","6","56","20",
"Simon Kjær","dkDEN","DF","Milan","itSerie A","31","1989","26.6","1781","261","942","809","40","20","1781","0","0","","0","","962","4211","2388","8","4","2","10","0","1160","1",
"Davy Klaassen","nlNED","MF","Werder Bremen","deBundesliga","27","1993","2.5","87","4","12","46","29","2","87","3","1","33.3","2","66.7","30","105","47","1","1","0","4","3","39","2",
"Felix Klaus","deGER","DF,MF","Wolfsburg","deBundesliga","27","1992","1.5","95","6","23","46","28","1","95","1","0","0.0","1","100.0","45","245","114","2","1","1","2","0","52","5",
"Klauss","brBRA","MF,FW","Hoffenheim","deBundesliga","23","1997","0.6","27","0","0","9","18","1","27","0","0","","0","","8","31","15","1","1","0","1","3","21","3",
"Ragnar Klavan","eeEST","DF","Cagliari","itSerie A","34","1985","8.6","492","67","265","207","23","6","492","0","0","","0","","249","1413","736","2","5","0","8","0","299","2",
"Philipp Klement","deGER","MF,FW","Stuttgart","deBundesliga","27","1992","4.7","416","10","61","236","122","4","416","9","6","66.7","3","33.3","219","1391","636","13","8","0","13","9","275","26",
"Mateusz Klich","plPOL","MF","Leeds United","engPremier League","30","1990","26.6","1753","27","240","880","655","56","1751","27","13","48.1","14","51.9","1011","5531","2617","70","69","4","40","22","1255","152",
"Mateo Klimowicz","deGER","MF,FW","Stuttgart","deBundesliga","20","2000","13.3","457","1","44","196","221","43","457","38","22","57.9","16","42.1","317","1853","1013","35","24","15","28","30","357","74",
"Fabian Klos","deGER","FW","Arminia","deBundesliga","32","1987","30.1","1135","35","84","542","516","131","1133","34","8","23.5","26","76.5","551","2371","955","24","22","4","83","29","843","141",
"Lukas Klostermann","deGER","DF","RB Leipzig","deBundesliga","24","1996","16.1","1322","72","388","781","156","23","1322","11","6","54.5","5","45.5","766","3479","1977","13","18","0","7","4","919","23",
"Justin Kluivert","nlNED","MF","Roma","itSerie A","21","1999","0.2","10","0","3","5","2","0","10","0","0","","0","","4","40","21","1","0","0","1","0","5","1",
"Justin Kluivert","nlNED","FW,MF","RB Leipzig","deBundesliga","21","1999","9.0","350","2","18","119","213","61","350","40","22","55.0","18","45.0","232","1691","816","42","19","25","22","13","280","108",
"Lukas Klünter","deGER","DF","Hertha BSC","deBundesliga","24","1996","11.0","617","30","255","318","50","3","617","10","7","70.0","3","30.0","341","1837","871","14","8","0","7","2","367","15",
"Ansgar Knauff","deGER","MF,FW","Dortmund","deBundesliga","18","2002","0.8","42","1","6","16","21","5","42","9","6","66.7","3","33.3","28","313","191","9","3","2","2","1","31","7",
"Robin Knoche","deGER","DF","Union Berlin","deBundesliga","28","1992","33.8","2424","247","1306","1079","53","21","2424","12","8","66.7","4","33.3","1365","7297","4005","16","7","0","15","7","1499","2",
"Gregor Kobel","chSUI","GK","Stuttgart","deBundesliga","22","1997","33.0","1301","1110","1298","3","0","0","1301","1","1","100.0","0","0.0","710","3637","1941","0","0","0","0","0","600","0",
"Robin Koch","deGER","DF,MF","Leeds United","engPremier League","24","1996","12.6","910","119","470","399","46","11","910","6","4","66.7","2","33.3","549","2928","1958","8","8","0","5","0","606","3",
"Giorgi Kochorashvili","geGEO","MF","Levante","esLa Liga","21","1999","0.3","15","0","2","6","7","0","15","0","0","","0","","9","30","16","0","0","0","0","0","13","1",
"Kenan Kodro","baBIH","FW,MF","Valladolid","esLa Liga","26","1993","5.1","158","6","14","85","61","15","158","10","4","40.0","6","60.0","90","430","111","4","3","2","8","9","124","15",
"Kenan Kodro","baBIH","FW,MF","Athletic Club","esLa Liga","26","1993","0.5","12","0","0","7","5","1","11","1","1","100.0","0","0.0","6","46","29","1","0","0","0","0","12","2",
"Dominik Kohr","deGER","MF","Mainz 05","deBundesliga","26","1994","14.1","716","36","157","414","146","20","716","8","4","50.0","4","50.0","303","1378","688","17","16","4","23","15","387","25",
"Dominik Kohr","deGER","MF,DF","Eint Frankfurt","deBundesliga","26","1994","2.9","223","8","33","126","65","7","223","4","3","75.0","1","25.0","85","406","190","6","3","1","7","0","139","12",
"Koba Koindredi","frFRA","MF","Valencia","esLa Liga","18","2001","0.2","13","0","3","10","0","0","13","0","0","","0","","9","65","20","0","0","0","0","1","10","0",
"Koke","esESP","MF","Atlético Madrid","esLa Liga","28","1992","33.6","2771","63","486","1732","571","29","2771","36","26","72.2","10","27.8","1549","6350","3145","39","40","5","41","33","2060","42",
"Aleksandr Kokorin","ruRUS","FW,MF","Fiorentina","itSerie A","29","1991","1.0","33","0","4","13","16","1","33","0","0","","0","","20","82","50","2","2","1","0","1","23","9",
"Aleksandar Kolarov","rsSRB","DF","Inter","itSerie A","34","1985","4.3","398","25","109","221","70","1","398","3","0","0.0","3","100.0","250","1549","1190","14","14","0","3","0","276","9",
"Sead Kolašinac","baBIH","DF","Arsenal","engPremier League","27","1993","1.0","69","2","13","39","17","2","69","0","0","","0","","31","110","62","2","0","1","0","0","50","9",
"Sead Kolašinac","baBIH","DF,MF","Schalke 04","deBundesliga","27","1993","15.8","872","49","270","416","192","29","872","24","15","62.5","9","37.5","439","2295","1470","33","19","6","19","8","520","61",
"Randal Kolo Muani","frFRA","FW","Nantes","frLigue 1","21","1998","33.7","1022","33","85","440","515","158","1022","103","50","48.5","53","51.5","598","4035","2149","87","48","56","114","59","732","204",
"Timothée Kolodziejczak","frFRA","DF","Saint-Étienne","frLigue 1","28","1991","22.6","1564","160","836","664","73","17","1564","3","2","66.7","1","33.3","870","4593","2666","12","7","0","10","3","966","5",
"Ghislain Konan","ciCIV","DF","Reims","frLigue 1","24","1995","29.0","1786","123","604","812","403","12","1786","73","43","58.9","30","41.1","909","6515","4021","106","71","4","34","24","1010","127",
"Ibrahima Konaté","frFRA","DF","RB Leipzig","deBundesliga","21","1999","7.7","628","57","268","338","25","9","628","8","8","100.0","0","0.0","419","2365","1373","6","5","0","3","7","472","1",
"Moussa Konaté","snSEN","FW","Dijon","frLigue 1","27","1993","13.3","403","7","28","206","170","47","401","10","5","50.0","5","50.0","239","887","257","10","11","7","36","12","307","72",
"Geoffrey Kondogbia","cfCTA","MF","Atlético Madrid","esLa Liga","27","1993","6.8","466","17","113","317","43","5","466","12","10","83.3","2","16.7","260","1581","855","14","8","2","3","2","305","4",
"Geoffrey Kondogbia","cfCTA","MF","Valencia","esLa Liga","27","1993","4.9","241","13","81","141","27","0","241","13","11","84.6","2","15.4","126","786","329","5","4","0","2","1","145","1",
"Lamine Koné","ciCIV","DF","Strasbourg","frLigue 1","31","1989","11.6","569","54","306","240","29","10","569","3","0","0.0","3","100.0","330","2058","1111","10","4","0","6","1","353","2",
"Moussa Koné","snSEN","FW","Nîmes","frLigue 1","23","1996","19.5","492","7","25","287","186","66","492","48","27","56.3","21","43.8","289","1641","631","22","13","14","65","31","337","85",
"Youssouf Koné","mlMLI","DF,MF","Elche","esLa Liga","25","1995","0.8","39","0","20","5","14","2","39","2","1","50.0","1","50.0","17","82","34","0","1","1","3","3","18","5",
"Terence Kongolo","nlNED","DF","Fulham","engPremier League","26","1994","1.0","54","5","26","27","2","1","54","0","0","","0","","14","53","35","0","0","0","0","0","30","1",
"Ezri Konsa","engENG","DF","Aston Villa","engPremier League","22","1997","35.5","1660","315","961","631","73","34","1660","6","6","100.0","0","0.0","852","2975","1375","3","1","0","18","7","954","5",
"Laurent Koscielny","frFRA","DF","Bordeaux","frLigue 1","34","1985","24.6","1594","224","907","664","28","13","1594","3","2","66.7","1","33.3","978","5006","2533","1","6","0","7","0","1040","3",
