Plyaer, Nation, Position, Team, League, Age, Born, 90s, TotCmp, TotAtt, TotCmp%, TotDist, PrgDist,ShortCmp, ShortAtt, ShortCmp%,MedCmp, MedAtt, MedCmp%,LongCmp, LongAtt, LongCmp%,Ast, xAG, xA, A-xG, KeyPasses, PassIntoFinal3rd, PassintoPenaltyArea, CrossesintoPenaltyArea, ProgressivePasses
"Marco Asensio","esESP","FW,MF","Real Madrid","esLa Liga","25","1996","19.2","731","894","81.8","10841","2086","415","452","91.8","221","261","84.7","55","102","53.9","0","2.4","3.0","-2.4","31","59","19","2","80",
"Harrison Ashby","sctSCO","DF","West Ham","engPremier League","19","2001","0.1","7","7","100.0","110","8","5","5","100.0","1","1","100.0","1","1","100.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Kristoffer Askildsen","noNOR","MF","Sampdoria","itSerie A","20","2001","8.4","147","226","65.0","2158","804","83","107","77.6","43","64","67.2","10","26","38.5","0","0.1","0.4","-0.1","2","20","1","0","17",
"Fisnik Asllani","xkKVX","MF,FW","Hoffenheim","deBundesliga","18","2002","0.1","6","8","75.0","80","15","3","3","100.0","1","1","100.0","1","2","50.0","0","0.0","0.0","0.0","0","1","0","0","0",
"Kristjan Asllani","alALB","MF","Empoli","itSerie A","19","2002","15.0","638","779","81.9","12159","3636","251","279","90.0","290","319","90.9","85","158","53.8","1","0.9","0.8","+0.1","7","65","4","0","62",
"Iago Aspas","esESP","FW","Celta Vigo","esLa Liga","33","1987","34.3","968","1371","70.6","13844","2606","542","664","81.6","266","378","70.4","75","148","50.7","5","5.9","5.8","-0.9","57","60","42","7","108",
"Lorenz Assignon","tgTOG","DF","Rennes","frLigue 1","21","2000","6.8","306","383","79.9","5021","1280","141","164","86.0","137","161","85.1","21","34","61.8","2","1.1","0.9","+0.9","7","15","5","1","27",
"Simon Asta","deGER","DF","Greuther Fürth","deBundesliga","20","2001","8.7","282","401","70.3","4689","2067","142","165","86.1","110","160","68.8","23","47","48.9","0","0.3","0.3","-0.3","3","16","4","2","25",
"Youcef Atal","dzALG","DF","Nice","frLigue 1","25","1996","12.7","556","738","75.3","8234","2706","321","361","88.9","168","231","72.7","40","88","45.5","1","1.3","1.5","-0.3","12","31","16","7","44",
"Pierre-Emerick Aubameyang","gaGAB","FW","Arsenal","engPremier League","32","1989","11.5","137","208","65.9","1801","404","90","115","78.3","37","64","57.8","4","9","44.4","1","1.0","0.9","0.0","9","6","8","0","26",
"Pierre-Emerick Aubameyang","gaGAB","FW","Barcelona","esLa Liga","32","1989","12.0","176","238","73.9","2279","294","106","135","78.5","47","61","77.0","7","10","70.0","1","1.1","0.6","-0.1","8","8","9","0","16",
"Emil Audero","idIDN","GK","Sampdoria","itSerie A","24","1997","28.4","706","1005","70.2","22466","16952","105","105","100.0","288","297","97.0","311","593","52.4","0","0.5","0.1","-0.5","2","20","1","0","0",
"Tommaso Augello","itITA","DF","Sampdoria","itSerie A","26","1994","26.6","1050","1368","76.8","18085","7464","472","539","87.6","478","593","80.6","78","157","49.7","1","1.9","2.3","-0.9","17","60","33","15","90",
"Jean-Kévin Augustin","frFRA","FW,MF","Nantes","frLigue 1","24","1997","0.9","11","14","78.6","133","3","5","5","100.0","4","7","57.1","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Ludwig Augustinsson","seSWE","DF,FW","Sevilla","esLa Liga","27","1994","8.8","437","551","79.3","6682","2082","247","269","91.8","148","175","84.6","29","79","36.7","1","0.8","0.6","+0.2","9","16","8","6","19",
"Serge Aurier","ciCIV","DF","Villarreal","esLa Liga","28","1992","11.2","623","742","84.0","10097","3419","309","346","89.3","266","306","86.9","32","48","66.7","1","1.4","1.0","-0.4","6","35","11","4","59",
"Ezequiel Ávila","arARG","FW,MF","Osasuna","esLa Liga","27","1994","20.8","307","556","55.2","5848","1808","132","199","66.3","111","184","60.3","51","111","45.9","1","1.6","2.0","-0.6","18","24","27","18","47",
"Taiwo Awoniyi","ngNGA","FW","Union Berlin","deBundesliga","23","1997","24.2","313","474","66.0","4292","1060","180","255","70.6","88","127","69.3","18","31","58.1","1","2.4","1.9","-1.4","27","31","20","3","51",
"Ramzi Aya","itITA","DF","Salernitana","itSerie A","30","1990","1.5","19","27","70.4","339","130","8","8","100.0","9","15","60.0","2","4","50.0","0","0.0","0.0","0.0","0","1","0","0","1",
"Jordan Ayew","ghGHA","FW","Crystal Palace","engPremier League","29","1991","22.4","576","754","76.4","7894","1509","346","389","88.9","180","228","78.9","17","54","31.5","3","2.8","2.9","+0.2","23","31","16","6","51",
"Kaan Ayhan","trTUR","DF","Sassuolo","itSerie A","26","1994","15.0","790","871","90.7","15101","6145","297","314","94.6","386","408","94.6","98","130","75.4","0","0.0","0.3","0.0","2","61","3","0","68",
"Luke Ayling","engENG","DF","Leeds United","engPremier League","29","1991","25.2","1224","1592","76.9","22964","10551","535","606","88.3","517","619","83.5","154","294","52.4","2","1.8","1.0","+0.2","12","98","11","4","135",
"Karim Azamoum","frFRA","DF","Troyes","frLigue 1","31","1990","4.3","102","148","68.9","1716","670","53","64","82.8","41","55","74.5","7","22","31.8","0","0.0","0.0","0.0","0","2","0","0","6",
"Sardar Azmoun","irIRN","FW,MF","Leverkusen","deBundesliga","26","1995","4.0","79","108","73.1","1062","318","51","60","85.0","17","28","60.7","5","5","100.0","1","0.7","0.8","+0.3","6","8","3","0","18",
"César Azpilicueta","esESP","DF","Chelsea","engPremier League","31","1989","23.0","1486","1787","83.2","22185","8377","809","904","89.5","565","643","87.9","65","139","46.8","2","1.8","2.3","+0.2","17","104","19","2","138",
"Iddrisu Baba","ghGHA","MF","Mallorca","esLa Liga","25","1996","21.5","617","779","79.2","11335","3758","239","291","82.1","285","331","86.1","75","111","67.6","0","0.6","0.9","-0.6","10","58","7","1","73",
"Carlos Bacca","coCOL","FW","Granada","esLa Liga","34","1986","5.7","62","99","62.6","913","279","34","51","66.7","23","37","62.2","3","5","60.0","1","1.3","0.4","-0.3","7","6","4","0","10",
"Daniel Bachmann","atAUT","GK","Watford","engPremier League","27","1994","12.0","216","364","59.3","7080","5483","19","19","100.0","104","109","95.4","93","234","39.7","0","0.0","0.0","0.0","0","9","0","0","0",
"Loïc Bade","frFRA","DF","Rennes","frLigue 1","21","2000","10.9","655","729","89.8","13508","4362","177","196","90.3","398","422","94.3","74","104","71.2","1","0.5","0.3","+0.5","2","34","3","1","45",
"Milan Badelj","hrCRO","MF","Genoa","itSerie A","32","1989","31.6","1230","1575","78.1","21537","7729","548","650","84.3","523","621","84.2","124","210","59.0","0","2.1","2.0","-2.1","26","144","17","3","176",
"Édgar Badía","esESP","GK","Elche","esLa Liga","29","1992","24.0","565","830","68.1","18595","14474","77","78","98.7","229","233","98.3","257","514","50.0","0","0.0","0.0","0.0","0","11","0","0","0",
"Benoît Badiashile","frFRA","DF","Monaco","frLigue 1","20","2001","20.4","1212","1380","87.8","23885","8490","395","437","90.4","662","710","93.2","136","198","68.7","0","0.4","0.6","-0.4","3","81","2","0","111",
"Youssouph Badji","snSEN","FW,MF","Brest","frLigue 1","19","2001","1.5","22","35","62.9","210","44","18","28","64.3","1","3","33.3","0","0","","0","0.1","0.2","-0.1","2","2","0","0","0",
"Miguel Baeza","esESP","DF","Celta Vigo","esLa Liga","21","2000","0.0","4","5","80.0","56","7","2","2","100.0","2","2","100.0","0","1","0.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Nicola Bagnolini","itITA","GK","Bologna","itSerie A","17","2004","0.0","0","4","0.0","0","0","0","0","","0","0","","0","4","0.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Issa Bah","luLUX","FW","Venezia","itSerie A","19","2002","0.1","6","6","100.0","81","17","2","2","100.0","3","3","100.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","1",
"Stéphane Bahoken","cmCMR","FW","Angers","frLigue 1","29","1992","12.2","157","218","72.0","2051","397","82","105","78.1","41","54","75.9","10","16","62.5","1","1.3","0.5","-0.3","8","10","4","1","15",
"Leon Bailey","jmJAM","FW,MF","Aston Villa","engPremier League","23","1997","8.5","150","226","66.4","2354","518","76","95","80.0","47","66","71.2","15","36","41.7","2","0.8","1.1","+1.2","7","6","9","1","24",
"Eric Bailly","ciCIV","DF","Manchester Utd","engPremier League","27","1994","2.4","68","85","80.0","1229","484","28","31","90.3","36","40","90.0","4","13","30.8","0","0.0","0.0","0.0","0","3","0","0","5",
"Dénys Bain","frFRA","DF","Brest","frLigue 1","28","1993","2.0","79","84","94.0","1670","707","16","17","94.1","49","51","96.1","13","14","92.9","0","0.0","0.0","0.0","0","3","0","0","8",
"Stefan Bajic","frFRA","GK","Saint-Étienne","frLigue 1","19","2001","5.7","130","186","69.9","3466","2833","29","29","100.0","67","67","100.0","34","89","38.2","0","0.0","0.0","0.0","0","2","0","0","0",
"Nedim Bajrami","alALB","MF,FW","Empoli","itSerie A","22","1999","22.8","621","898","69.2","9775","3179","327","387","84.5","220","286","76.9","50","149","33.6","5","4.7","4.9","+0.3","54","49","44","8","117",
"Cédric Bakambu","cdCOD","FW","Marseille","frLigue 1","30","1991","4.0","50","67","74.6","684","148","30","34","88.2","15","23","65.2","1","3","33.3","0","0.4","0.3","-0.4","7","3","1","0","9",
"Abdoulaye Bakayoko","frFRA","DF","Saint-Étienne","frLigue 1","18","2002","3.4","93","136","68.4","1619","718","37","43","86.0","46","59","78.0","7","26","26.9","0","0.0","0.0","0.0","0","6","1","0","7",
"Tiemoué Bakayoko","frFRA","MF","Milan","itSerie A","26","1994","5.6","269","304","88.5","4451","1013","140","156","89.7","91","98","92.9","32","36","88.9","0","0.3","0.3","-0.3","3","27","2","0","26",
"Mitchel Bakker","nlNED","DF","Leverkusen","deBundesliga","21","2000","20.2","994","1228","80.9","14581","5275","564","633","89.1","336","404","83.2","51","107","47.7","4","2.0","2.1","+2.0","13","75","21","10","77",
"Ridle Baku","deGER","DF,FW","Wolfsburg","deBundesliga","23","1998","27.2","1011","1338","75.6","17055","5684","485","568","85.4","414","521","79.5","87","155","56.1","5","5.3","5.4","-0.3","39","67","36","11","104",
"Dilane Bakwa","frFRA","FW,MF","Bordeaux","frLigue 1","18","2002","0.5","7","14","50.0","107","23","2","5","40.0","2","4","50.0","1","2","50.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Tommaso Baldanzi","itITA","FW","Empoli","itSerie A","18","2003","0.2","5","6","83.3","35","0","4","4","100.0","0","0","","0","0","","0","0.0","0.0","0.0","1","0","0","0","0",
"Alejandro Balde","esESP","DF,FW","Barcelona","esLa Liga","17","2003","2.1","138","150","92.0","1779","312","93","96","96.9","37","41","90.2","3","6","50.0","0","0.0","0.2","0.0","1","6","3","2","7",
"Ibrahima Baldé","frFRA","FW,MF","Lens","frLigue 1","18","2003","0.6","7","11","63.6","105","26","3","6","50.0","4","5","80.0","0","0","","0","0.0","0.0","0.0","1","0","0","0","0",
"Keita Baldé","snSEN","FW","Cagliari","itSerie A","26","1995","13.7","187","260","71.9","2522","464","106","128","82.8","51","74","68.9","10","13","76.9","1","0.6","1.2","+0.4","10","14","6","0","22",
"Gareth Bale","wlsWAL","FW","Real Madrid","esLa Liga","32","1989","3.1","45","65","69.2","668","177","25","31","80.6","16","21","76.2","3","5","60.0","0","0.1","0.1","-0.1","2","3","3","2","8",
"Mikel Balenziaga","esESP","DF","Athletic Club","esLa Liga","33","1988","22.5","765","1013","75.5","11605","4473","430","484","88.8","256","349","73.4","48","112","42.9","0","0.4","0.7","-0.4","8","49","13","7","68",
"Leonardo Balerdi","arARG","DF","Marseille","frLigue 1","22","1999","10.6","753","819","91.9","14191","4930","269","283","95.1","396","418","94.7","80","107","74.8","0","0.0","0.1","0.0","1","32","0","0","41",
"Iván Balliu","alALB","DF","Rayo Vallecano","esLa Liga","29","1992","35.0","1350","1796","75.2","22969","10202","663","741","89.5","521","672","77.5","135","269","50.2","2","3.5","4.8","-1.5","44","97","36","27","134",
"Fodé Ballo-Touré","snSEN","DF","Milan","itSerie A","24","1997","5.0","230","272","84.6","3621","957","121","134","90.3","92","106","86.8","11","16","68.8","0","0.1","0.7","-0.1","4","13","8","3","20",
"Folarin Balogun","usUSA","FW","Arsenal","engPremier League","20","2001","0.8","4","9","44.4","46","7","3","4","75.0","1","3","33.3","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Abdoulaye Bamba","ciCIV","DF,FW","Angers","frLigue 1","31","1990","5.1","140","183","76.5","2236","914","70","79","88.6","56","74","75.7","8","19","42.1","0","0.1","0.1","-0.1","2","7","2","1","13",
"Jonathan Bamba","ciCIV","MF,FW","Lille","frLigue 1","25","1996","27.0","866","1148","75.4","13258","4314","511","587","87.1","235","301","78.1","79","154","51.3","2","3.7","4.8","-1.7","46","76","34","8","116",
"Patrick Bamford","engENG","FW","Leeds United","engPremier League","27","1993","6.2","88","108","81.5","1103","200","60","68","88.2","20","25","80.0","3","6","50.0","2","1.1","0.4","+0.9","5","5","6","1","12",
"Filippo Bandinelli","itITA","MF","Empoli","itSerie A","26","1995","21.7","537","733","73.3","8769","3104","273","315","86.7","197","256","77.0","46","96","47.9","3","3.4","2.8","-0.4","32","60","41","13","104",
"Mattia Bani","itITA","DF","Genoa","itSerie A","27","1993","13.5","333","469","71.0","6336","2698","123","151","81.5","166","201","82.6","36","96","37.5","0","0.1","0.1","-0.1","3","16","0","0","24",
"Simon Banza","cdCOD","FW","Lens","frLigue 1","24","1996","1.4","18","31","58.1","296","70","10","16","62.5","5","8","62.5","2","3","66.7","1","0.7","0.6","+0.3","2","1","0","0","1",
"Shandon Baptiste","gdGRN","MF","Brentford","engPremier League","23","1998","10.1","257","308","83.4","3885","900","140","156","89.7","85","99","85.9","17","30","56.7","0","0.5","0.5","-0.5","9","21","6","1","35",
"Antonín Barák","czCZE","MF,FW","Hellas Verona","itSerie A","26","1994","26.0","876","1107","79.1","11982","3508","520","610","85.2","275","331","83.1","33","52","63.5","4","2.7","3.1","+1.3","28","81","22","1","147",
"Barbero","esESP","FW,MF","Osasuna","esLa Liga","22","1998","0.2","7","11","63.6","59","7","5","8","62.5","1","2","50.0","0","0","","0","0.0","0.0","0.0","0","1","0","0","1",
"Danilo Barbosa","brBRA","DF","Nice","frLigue 1","25","1996","1.0","32","42","76.2","596","204","10","12","83.3","17","19","89.5","4","8","50.0","0","0.0","0.0","0.0","0","1","0","0","4",
"Barcia","esESP","DF","Granada","esLa Liga","20","2000","0.8","8","22","36.4","167","11","2","4","50.0","5","10","50.0","1","8","12.5","0","0.0","0.0","0.0","0","0","0","0","0",
"Bradley Barcola","frFRA","FW,MF","Lyon","frLigue 1","18","2002","2.9","57","81","70.4","759","237","38","49","77.6","13","22","59.1","2","3","66.7","1","0.6","1.0","+0.4","6","3","7","3","9",
"Melvin Bard","frFRA","DF","Nice","frLigue 1","20","2000","28.8","1508","1878","80.3","24327","8654","790","882","89.6","560","677","82.7","112","206","54.4","2","3.4","2.4","-1.4","22","111","22","13","134",
"Enis Bardhi","mkMKD","MF,FW","Levante","esLa Liga","26","1995","18.9","529","749","70.6","8708","2774","278","330","84.2","153","220","69.5","66","130","50.8","3","3.0","3.0","0.0","42","54","17","1","103",
"Francesco Bardi","itITA","GK","Bologna","itSerie A","29","1992","2.0","33","49","67.3","748","587","10","10","100.0","12","12","100.0","10","25","40.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Keidi Bare","alALB","MF","Espanyol","esLa Liga","23","1997","16.5","761","886","85.9","12983","3403","351","387","90.7","308","343","89.8","72","94","76.6","1","0.5","0.5","+0.5","8","81","6","1","67",
"Nicolò Barella","itITA","MF","Inter","itSerie A","24","1997","32.4","1554","1876","82.8","24817","7894","824","916","90.0","552","641","86.1","125","191","65.4","11","8.9","7.5","+2.1","64","191","84","16","231",
"Kike Barja","esESP","MF,FW","Osasuna","esLa Liga","24","1997","9.6","249","374","66.6","3893","923","142","172","82.6","78","121","64.5","20","42","47.6","0","0.5","0.6","-0.5","5","23","8","0","35",
"Ross Barkley","engENG","MF,FW","Chelsea","engPremier League","27","1993","2.0","106","128","82.8","1633","369","59","66","89.4","32","39","82.1","9","11","81.8","0","0.5","0.7","-0.5","8","6","7","0","14",
"Aymen Barkok","maMAR","MF,DF","Eint Frankfurt","deBundesliga","23","1998","1.8","52","70","74.3","894","438","25","29","86.2","19","25","76.0","7","12","58.3","0","0.0","0.1","0.0","1","8","1","0","9",
"Ashley Barnes","engENG","FW","Burnley","engPremier League","31","1989","9.0","122","198","61.6","1577","452","81","108","75.0","30","52","57.7","5","10","50.0","0","0.9","1.0","-0.9","8","21","5","1","17",
"Harvey Barnes","engENG","FW,MF","Leicester City","engPremier League","23","1997","23.3","550","756","72.8","6899","1906","366","442","82.8","137","199","68.8","15","34","44.1","10","4.6","3.2","+5.4","29","26","24","7","59",
"Antonio Barragán","esESP","DF","Elche","esLa Liga","34","1987","11.3","423","542","78.0","7372","3246","182","206","88.3","182","223","81.6","42","87","48.3","0","0.1","0.2","-0.1","2","27","4","2","41",
"Leandro Barreiro Martins","luLUX","MF","Mainz 05","deBundesliga","21","2000","19.9","375","536","70.0","5457","1742","204","252","81.0","136","186","73.1","16","35","45.7","2","2.7","1.6","-0.7","15","35","15","1","54",
"Ander Barrenetxea","esESP","FW,MF","Real Sociedad","esLa Liga","19","2001","6.1","129","184","70.1","1869","529","74","90","82.2","43","61","70.5","5","12","41.7","1","0.8","1.1","+0.2","6","6","10","0","22",
"Jacob Barrett Laursen","dkDEN","DF","Arminia","deBundesliga","26","1994","18.1","541","783","69.1","9274","3522","255","299","85.3","226","311","72.7","50","119","42.0","0","0.4","1.0","-0.4","6","36","6","3","42",
"Musa Barrow","gmGAM","FW,MF","Bologna","itSerie A","22","1998","23.7","698","923","75.6","11505","2721","379","423","89.6","206","277","74.4","79","160","49.4","6","4.4","4.1","+1.6","45","50","39","14","82",
"Abdourahmane Barry","gnGUI","DF","Greuther Fürth","deBundesliga","21","2000","2.3","85","111","76.6","1351","590","47","51","92.2","29","35","82.9","6","16","37.5","0","0.1","0.2","-0.1","2","5","2","2","8",
"Marc Bartra","esESP","DF","Betis","esLa Liga","30","1991","22.1","926","1131","81.9","18444","7345","302","328","92.1","521","573","90.9","96","208","46.2","0","0.1","0.3","-0.1","4","63","2","0","59",
"Daniele Baselli","itITA","MF,FW","Torino","itSerie A","29","1992","1.7","64","89","71.9","1060","329","33","46","71.7","22","29","75.9","6","8","75.0","0","0.0","0.1","0.0","1","5","0","0","10",
